,Symbol 1,Symbol 2,Count
0,BTC,WBTC,351
0,MANA,SAND,324
0,ETH,GNO,318
0,ENJ,SAND,317
0,ETH,WBTC,314
0,AXS,SAND,311
0,MANA,ROSE,311
0,MANA,VET,310
0,BTC,ETH,309
0,ROSE,SAND,309
0,ENJ,MANA,309
0,AXS,MANA,309
0,BAT,ONT,308
0,ANKR,ZIL,308
0,BNB,CAKE,307
0,ICX,SAND,307
0,VET,ZRX,307
0,ICX,ZRX,306
0,ADA,ONE,306
0,ADA,ETC,306
0,AXS,ROSE,306
0,VET,XTZ,306
0,ICX,IOST,306
0,1INCH,ROSE,306
0,SAND,XTZ,306
0,AVAX,HOT,305
0,ANKR,ICX,305
0,ICX,T,305
0,MINA,ROSE,305
0,BAT,ROSE,305
0,ENJ,ROSE,304
0,ROSE,THETA,304
0,BAT,XTZ,304
0,DOT,MATIC,304
0,HOT,ONE,304
0,AXS,GMT,303
0,ANKR,ROSE,303
0,AVAX,XTZ,303
0,ROSE,XTZ,303
0,IOST,XTZ,303
0,AVAX,ETC,303
0,ETC,ZRX,303
0,ETH,MINA,302
0,LUNA,LUNC,302
0,LRC,WBTC,302
0,ONE,ZIL,302
0,LRC,SKL,302
0,HOT,XTZ,302
0,RUNE,ZRX,302
0,ONT,XEM,302
0,ETC,ETH,302
0,IOST,ROSE,302
0,ETC,VET,302
0,THETA,ZRX,302
0,ADA,HOT,302
0,ICX,MANA,301
0,ADA,RUNE,301
0,ADA,ROSE,301
0,ONE,ZRX,301
0,AVAX,SOL,301
0,ONT,QTUM,301
0,LRC,ROSE,301
0,ROSE,VET,301
0,ATOM,OSMO,301
0,IOST,ZIL,301
0,ADA,BTC,301
0,LRC,RUNE,301
0,ENJ,ZIL,301
0,GALA,SAND,301
0,1INCH,MANA,301
0,HOT,ROSE,301
0,FTM,MANA,301
0,FTM,SAND,301
0,GALA,MANA,301
0,ETC,ROSE,301
0,SAND,ZRX,301
0,ETH,SAND,300
0,BAT,ZIL,300
0,ETH,MATIC,300
0,AXS,ENJ,300
0,BAL,ETH,300
0,BORA,PLA,300
0,ETC,NEAR,300
0,ETH,LRC,300
0,ENJ,ICX,300
0,BAT,MANA,300
0,ETC,HOT,300
0,FIL,SAND,300
0,HOT,WBTC,300
0,LRC,MINA,300
0,ADA,DOT,300
0,IOST,THETA,300
0,ADA,WBTC,300
0,ANKR,VET,300
0,GALA,ROSE,300
0,ADA,SAND,300
0,GRT,NEAR,300
0,MATIC,XTZ,300
0,HOT,LRC,300
0,MANA,XTZ,300
0,MANA,ONE,300
0,LRC,SAND,300
0,LRC,ONE,300
0,ETH,ROSE,299
0,RUNE,SAND,299
0,ETC,RUNE,299
0,ALGO,MANA,299
0,ZIL,ZRX,299
0,ROSE,ZIL,299
0,GALA,HOT,299
0,FTM,YFI,299
0,ETH,RUNE,299
0,HOT,ICX,299
0,BAT,THETA,299
0,ROSE,WBTC,299
0,BTC,MATIC,299
0,ADA,AVAX,299
0,ETH,ZRX,299
0,ICX,ONE,299
0,1INCH,SAND,299
0,IOST,MANA,299
0,BTC,LRC,299
0,ALGO,HOT,299
0,IOST,XEM,299
0,NEO,ONT,299
0,DOGE,SHIB,299
0,AVAX,NEAR,299
0,HOT,IOST,299
0,ETC,YFI,298
0,IOST,QTUM,298
0,ETC,WBTC,298
0,GNO,WBTC,298
0,HOT,ONT,298
0,ETC,XEC,298
0,ROSE,ZRX,298
0,ICX,ROSE,298
0,MINA,WBTC,298
0,HOT,MINA,298
0,ETC,SAND,298
0,SOL,WBTC,298
0,ETC,MATIC,298
0,ANKR,XEM,298
0,GRT,XTZ,298
0,HOT,ZIL,298
0,BAT,STORJ,298
0,FLOW,SAND,298
0,ETH,ILV,298
0,ONT,VET,298
0,NEAR,SAND,298
0,IOST,ZRX,298
0,ALGO,ROSE,298
0,AVAX,FTM,298
0,MANA,ZIL,298
0,ADA,MANA,298
0,NEAR,ONE,298
0,MATIC,WBTC,298
0,NEO,QTUM,298
0,ANKR,BAT,298
0,ADA,YFI,298
0,ONE,SKL,298
0,FTM,ROSE,298
0,ONE,YFI,298
0,ADA,MATIC,298
0,ICX,WAXP,297
0,ONT,ZRX,297
0,ENJ,HOT,297
0,ICX,ONT,297
0,ALGO,SAND,297
0,FLOW,ROSE,297
0,IOTX,ROSE,297
0,ETC,GALA,297
0,PLA,WAXP,297
0,IOST,ONE,297
0,IOST,ONT,297
0,BAT,IOST,297
0,IOST,T,297
0,RUNE,WBTC,297
0,BTC,ETC,297
0,MATIC,ROSE,297
0,BTC,SOL,297
0,GRT,RUNE,297
0,ETC,FTM,297
0,ADA,FTM,297
0,AVAX,GRT,297
0,LUNC,USTC,297
0,ADA,GALA,297
0,ADA,IOST,297
0,ADA,LINK,297
0,FTM,NEAR,297
0,KSM,ONE,297
0,BTC,ZIL,297
0,FTM,ONE,297
0,STORJ,ZRX,297
0,1INCH,ZRX,296
0,CTSI,ONE,296
0,MANA,MIOTA,296
0,HOT,MANA,296
0,AUDIO,LRC,296
0,GALA,IOST,296
0,DOT,SOL,296
0,MANA,ONT,296
0,ALGO,ENJ,296
0,DOT,XTZ,296
0,ENJ,GALA,296
0,1INCH,ENJ,296
0,ETH,HOT,296
0,TFUEL,THETA,296
0,BTC,ROSE,296
0,ANKR,HOT,296
0,ONE,SAND,296
0,ADA,ZIL,296
0,LRC,ZIL,296
0,MANA,NEAR,296
0,GMT,MANA,296
0,XTZ,ZIL,296
0,BAL,LRC,296
0,HOT,SOL,296
0,YFI,ZIL,296
0,HOT,VET,296
0,SAND,VET,296
0,BAT,HOT,296
0,SAND,ZIL,296
0,SAND,T,296
0,ETC,SOL,296
0,ETH,STORJ,296
0,ADA,XTZ,296
0,FLOW,XTZ,296
0,ADA,NEAR,296
0,BCH,ETC,296
0,QTUM,ZRX,296
0,FTM,LINK,296
0,BAT,SAND,296
0,HOT,SAND,296
0,ONT,STORJ,296
0,ANKR,ZRX,295
0,AXS,FLOW,295
0,ENJ,MIOTA,295
0,HOT,RUNE,295
0,ONT,THETA,295
0,AVAX,SAND,295
0,DASH,ROSE,295
0,AXS,IOTX,295
0,1INCH,ADA,295
0,FTM,LRC,295
0,GMT,ICX,295
0,1INCH,ZIL,295
0,XEM,ZRX,295
0,THETA,XEM,295
0,1INCH,FLOW,295
0,1INCH,VET,295
0,BTC,HOT,295
0,AXS,LRC,295
0,ANKR,IOST,295
0,BTC,ILV,295
0,RUNE,VET,295
0,ANKR,THETA,295
0,IOST,VET,295
0,IOST,SAND,295
0,ONE,ROSE,295
0,DOT,THETA,295
0,DOT,GLMR,295
0,IOST,LRC,295
0,RUNE,SKL,295
0,FLOW,RUNE,295
0,ICX,ZIL,295
0,DOT,IOST,295
0,BAT,ZRX,295
0,ADA,ALGO,295
0,FIL,ROSE,295
0,ICX,VET,295
0,ICX,XEM,295
0,MINA,RUNE,295
0,HOT,MIOTA,294
0,BAT,FLOW,294
0,ADA,GRT,294
0,RUNE,THETA,294
0,ANKR,LRC,294
0,ETH,GRT,294
0,ANKR,SAND,294
0,LRC,T,294
0,ETC,XTZ,294
0,MIOTA,SAND,294
0,GRT,ONE,294
0,ENJ,ZRX,294
0,ENJ,FTM,294
0,VET,XEM,294
0,LRC,MANA,294
0,HOT,STORJ,294
0,LRC,YFI,294
0,FLOW,VET,294
0,ANKR,STORJ,294
0,DOT,WBTC,294
0,ADA,BNB,294
0,BNB,WBTC,294
0,ONE,WBTC,294
0,AVAX,RUNE,294
0,ONT,XTZ,294
0,ADA,ETH,294
0,SAND,SOL,294
0,FLOW,ONT,294
0,HOT,MATIC,294
0,MINA,SAND,294
0,GLM,PLA,294
0,STORJ,ZIL,294
0,GRT,MANA,294
0,ROSE,RUNE,294
0,1INCH,IOST,294
0,DOT,ETC,294
0,ICP,SAND,294
0,MINA,ONE,294
0,SAND,SKL,294
0,ETC,ONE,294
0,ETH,SOL,294
0,DOT,SKL,294
0,ANKR,T,294
0,AXS,FTM,294
0,AXS,GALA,294
0,MINA,VET,294
0,ONT,SAND,294
0,ETC,ONT,294
0,FTM,GALA,294
0,BAT,QTUM,293
0,ONT,ROSE,293
0,IOST,NEAR,293
0,ADA,THETA,293
0,AVAX,FIL,293
0,ICX,XTZ,293
0,ETC,ICX,293
0,ENJ,KNC,293
0,THETA,VET,293
0,ETC,IOST,293
0,GAL,ONE,293
0,QTUM,STORJ,293
0,FLOW,THETA,293
0,GRT,SXP,293
0,THETA,XTZ,293
0,AVAX,ONE,293
0,AVAX,WBTC,293
0,ADA,ICX,293
0,KSM,LRC,293
0,AVAX,DOT,293
0,BNB,BTC,293
0,FTM,HOT,293
0,BAT,ENJ,293
0,ONE,RUNE,293
0,COMP,FLOW,293
0,FTM,MINA,293
0,AVAX,YFI,293
0,SAND,THETA,293
0,AXS,FIL,293
0,HOT,ZRX,293
0,ADA,ZRX,293
0,LTC,ROSE,293
0,QTUM,XTZ,293
0,MANA,ZRX,293
0,ETC,NEO,293
0,AXS,BAT,293
0,WAXP,ZRX,293
0,ICX,MIOTA,293
0,NEAR,ROSE,293
0,SAND,SXP,293
0,BTC,DOT,293
0,DOT,ROSE,293
0,BTC,XTZ,293
0,MATIC,NEO,293
0,NEO,VET,293
0,AXS,SKL,293
0,ROSE,T,293
0,GALA,LRC,293
0,ICP,ROSE,293
0,AXS,MIOTA,293
0,MANA,RUNE,293
0,ILV,ROSE,293
0,MINA,ZEC,293
0,MATIC,THETA,293
0,AAVE,ETH,293
0,AXS,XTZ,293
0,AAVE,ETC,293
0,MATIC,RUNE,293
0,SKL,VET,292
0,1INCH,ICX,292
0,ETH,ONE,292
0,FTM,RUNE,292
0,DOGE,ROSE,292
0,NEAR,WBTC,292
0,GLM,SNT,292
0,HOT,YFI,292
0,BTC,CRO,292
0,CELR,ONE,292
0,AUDIO,VET,292
0,OSMO,WBTC,292
0,GMT,SAND,292
0,VET,ZIL,292
0,DOT,HOT,292
0,ADA,VET,292
0,ONE,STORJ,292
0,AVAX,AXS,292
0,LRC,XTZ,292
0,IOTX,ONE,292
0,ADA,SOL,292
0,ETH,VET,292
0,AVAX,ROSE,292
0,LRC,ZEN,292
0,GLM,PUNDIX,292
0,ICX,QTUM,292
0,ETC,IOTX,292
0,ETH,UNI,292
0,AVAX,BTC,292
0,GRT,HOT,292
0,AUDIO,MANA,292
0,BNB,DOT,292
0,BAL,WBTC,292
0,BNB,MATIC,292
0,GMT,ONE,292
0,WAXP,ZIL,292
0,MANA,T,292
0,ALGO,IOST,292
0,FLOW,SOL,292
0,BAT,LRC,292
0,BAT,VET,292
0,ETH,FLOW,292
0,MANA,SKL,292
0,AXS,ICX,292
0,GRT,MATIC,292
0,KDA,NEAR,292
0,IMX,ONE,292
0,BAT,ONE,292
0,ETC,GRT,292
0,CTSI,SKL,292
0,MANA,MATIC,292
0,ETC,FLOW,292
0,WBTC,ZIL,292
0,ILV,WBTC,292
0,GRT,VET,292
0,FLOW,MANA,292
0,GRT,SKL,292
0,ENJ,PLA,292
0,CTSI,VET,292
0,ICX,THETA,292
0,BTC,RUNE,292
0,ADA,FLOW,292
0,MANA,WAXP,292
0,DOT,VET,292
0,ADA,LRC,292
0,ENJ,WAVES,292
0,ENJ,IOST,292
0,ANKR,MANA,292
0,MATIC,ONT,292
0,MATIC,ONE,292
0,ADA,IOTX,292
0,ETC,QTUM,291
0,ETH,KSM,291
0,FTM,XTZ,291
0,ETC,WAVES,291
0,SHIB,THETA,291
0,SHIB,SXP,291
0,LRC,ZRX,291
0,LSK,SC,291
0,SAND,WAVES,291
0,KDA,THETA,291
0,ICX,LRC,291
0,BTC,FLOW,291
0,GAL,SKL,291
0,BTC,GNO,291
0,EOS,MANA,291
0,ALGO,FLOW,291
0,ANKR,BTC,291
0,SKL,ZRX,291
0,MANA,THETA,291
0,XTZ,ZRX,291
0,MANA,WAVES,291
0,MANA,QTUM,291
0,RUNE,XTZ,291
0,KNC,ZRX,291
0,ANKR,AXS,291
0,ENJ,XTZ,291
0,GALA,KDA,291
0,ENJ,ONT,291
0,GALA,ILV,291
0,BAT,RUNE,291
0,AAVE,ADA,291
0,ENJ,SHIB,291
0,RUNE,STORJ,291
0,BTC,YFI,291
0,ALGO,ONE,291
0,BTC,ONE,291
0,ALGO,BAT,291
0,FLOW,ICX,291
0,SNT,STPT,291
0,BTC,MINA,291
0,QTUM,VET,291
0,CRO,WBTC,291
0,QTUM,SAND,291
0,HOT,NEO,291
0,CTSI,RUNE,291
0,ENJ,FLOW,291
0,AVAX,FLOW,291
0,AVAX,MANA,291
0,ENJ,KDA,291
0,AVAX,KDA,291
0,PLA,T,291
0,NFT,TRX,291
0,NEO,XTZ,291
0,1INCH,ETH,291
0,IOST,MIOTA,291
0,AVAX,MATIC,291
0,HOT,THETA,291
0,ALGO,GRT,291
0,MINA,ZRX,291
0,DGB,XTZ,291
0,DOT,LINK,291
0,DASH,FTM,291
0,BAL,RUNE,291
0,DOT,GALA,291
0,AVAX,LRC,291
0,DASH,QTUM,291
0,NEAR,RUNE,291
0,AXS,ETC,291
0,DOT,NEO,291
0,ATOM,MATIC,291
0,PUNDIX,STORJ,291
0,AVAX,VET,291
0,ATOM,ETH,291
0,AVAX,ETH,291
0,IOST,IOTX,291
0,T,ZRX,291
0,HOT,QTUM,291
0,ADA,DGB,291
0,SAND,WAXP,290
0,1INCH,FTM,290
0,SAND,WBTC,290
0,AXS,IOST,290
0,AAVE,COMP,290
0,ETC,GMT,290
0,ICP,MANA,290
0,GRT,SAND,290
0,ROSE,SXP,290
0,KDA,SAND,290
0,BNB,NEAR,290
0,SAND,XEM,290
0,ETC,KDA,290
0,MINA,ZIL,290
0,BAL,ETC,290
0,1INCH,ZEC,290
0,DOT,MANA,290
0,MINA,YFI,290
0,WAXP,WBTC,290
0,ANKR,XTZ,290
0,MINA,SKL,290
0,GALA,WAVES,290
0,MANA,MINA,290
0,CELR,GRT,290
0,BAT,ETC,290
0,ETC,MC,290
0,GRT,ONT,290
0,ONE,VET,290
0,ROSE,ZEC,290
0,DOT,ETH,290
0,MATIC,VET,290
0,BAL,SAND,290
0,SOL,VET,290
0,DOT,NEAR,290
0,ETC,LRC,290
0,CTSI,HOT,290
0,ETC,STORJ,290
0,DOT,ONT,290
0,GAL,IOST,290
0,MANA,STORJ,290
0,LRC,VET,290
0,HOT,IOTX,290
0,ETC,MASK,290
0,ETC,MANA,290
0,FIL,MATIC,290
0,GMT,VET,290
0,ETH,SKL,290
0,T,VET,290
0,FTM,ZEC,290
0,LRC,SOL,290
0,IOST,SNT,290
0,GNO,LRC,290
0,ETH,LTC,290
0,DGB,IOST,290
0,BNB,HOT,290
0,ENJ,RUNE,290
0,ETC,ZIL,290
0,DASH,ONT,290
0,ETC,UNI,290
0,WBTC,YFI,290
0,ADA,ANKR,290
0,FTM,WAVES,290
0,DASH,MINA,290
0,T,XEM,290
0,FLOW,ZIL,290
0,WBTC,XTZ,290
0,PLA,TFUEL,290
0,SKL,XTZ,290
0,GMT,ZIL,290
0,BTT,ETH,290
0,DGB,RVN,290
0,CRV,ETH,290
0,ALGO,RUNE,290
0,DASH,ETC,290
0,FIL,KDA,290
0,ONE,XEM,290
0,FLOW,LRC,290
0,CRV,MATIC,290
0,FTM,KSM,290
0,KNC,MANA,290
0,ETH,XTZ,290
0,AR,BAL,290
0,ANKR,ONT,290
0,AVAX,ZRX,290
0,MATIC,NEAR,290
0,ETH,MC,290
0,ADA,CTSI,290
0,KNC,NEAR,290
0,ETH,MANA,290
0,1INCH,THETA,290
0,BTC,ZRX,290
0,ETH,YFI,290
0,ANKR,PLA,289
0,AXS,VET,289
0,BNB,GALA,289
0,ADA,ATOM,289
0,HOT,WAVES,289
0,ANKR,RUNE,289
0,ANKR,QTUM,289
0,ROSE,XEM,289
0,AVAX,ZIL,289
0,ANKR,GLM,289
0,HOT,SNT,289
0,DGB,HOT,289
0,ICP,THETA,289
0,PLA,SC,289
0,GRT,THETA,289
0,BAT,TFUEL,289
0,AXS,T,289
0,AR,FTM,289
0,1INCH,ETC,289
0,DGB,ONE,289
0,IOTX,ZRX,289
0,RUNE,SOL,289
0,BNB,LINK,289
0,ADA,ENJ,289
0,AAVE,VET,289
0,ANKR,ENJ,289
0,ETH,FTM,289
0,IOST,SC,289
0,ICX,STORJ,289
0,BAT,BTC,289
0,CTSI,FTM,289
0,1INCH,ANKR,289
0,AAVE,MATIC,289
0,AXS,KNC,289
0,CELO,ROSE,289
0,QTUM,XEM,289
0,AXS,NEAR,289
0,ROSE,STORJ,289
0,BTC,NEAR,289
0,THETA,ZIL,289
0,COMP,SAND,289
0,BAL,BTC,289
0,AAVE,FIL,289
0,ADA,AXS,289
0,ANKR,TFUEL,289
0,COMP,XTZ,289
0,RUNE,T,289
0,NEO,XEM,289
0,ENJ,GRT,289
0,AUDIO,ROSE,289
0,GALA,ZIL,289
0,GAL,MANA,289
0,LINK,NEAR,289
0,GRT,IOST,289
0,GALA,NEAR,289
0,IOST,WAXP,289
0,KSM,SOL,289
0,CTSI,KSM,289
0,FIL,ZRX,289
0,FIL,SXP,289
0,LINK,MATIC,289
0,WAVES,ZIL,289
0,AVAX,ICP,289
0,ALGO,NEAR,289
0,FLOW,GALA,289
0,FLOW,ZRX,289
0,IOST,YFI,289
0,FIL,ICX,289
0,KSM,SAND,289
0,LINK,MANA,289
0,KSM,MANA,289
0,LRC,WAVES,289
0,GLM,HIVE,289
0,FLOW,QTUM,289
0,1INCH,XTZ,289
0,GAL,LRC,289
0,GALA,YFI,289
0,KDA,ZRX,289
0,ONE,THETA,289
0,1INCH,LRC,289
0,ETH,THETA,289
0,AUDIO,ZRX,289
0,FTM,IOTX,289
0,GNO,THETA,289
0,ETC,SXP,289
0,ETC,RVN,289
0,ONT,RUNE,289
0,GALA,XTZ,289
0,ENJ,VET,289
0,FLOW,IOST,289
0,ENJ,ETH,289
0,ENJ,ETC,289
0,ENS,FLOW,289
0,ALGO,XTZ,289
0,GALA,GMT,289
0,EOS,FLOW,289
0,GALA,MINA,289
0,BNB,ETC,288
0,GAL,ICX,288
0,SHIB,XTZ,288
0,ANKR,SC,288
0,BNB,GRT,288
0,LPT,SAND,288
0,LRC,NEAR,288
0,LRC,MATIC,288
0,ETH,IMX,288
0,BCH,XEC,288
0,HIVE,WAXP,288
0,BAL,SOL,288
0,SOL,ZIL,288
0,1INCH,AXS,288
0,KDA,SOL,288
0,ICX,KSM,288
0,KDA,SHIB,288
0,SNT,TFUEL,288
0,ILV,MATIC,288
0,BAT,XEM,288
0,LINK,RUNE,288
0,AR,FIL,288
0,FLOW,MINA,288
0,ALGO,ICX,288
0,ETH,NEAR,288
0,ETH,MIOTA,288
0,DASH,SAND,288
0,BCH,FLOW,288
0,DASH,MANA,288
0,GRT,SHIB,288
0,AUDIO,HOT,288
0,ANKR,KDA,288
0,CTSI,FLOW,288
0,IOST,NEO,288
0,AVAX,ENS,288
0,COMP,IOST,288
0,IOTX,SKL,288
0,AVAX,SXP,288
0,GRT,LRC,288
0,AUDIO,GRT,288
0,DASH,LTC,288
0,SKL,YFI,288
0,AUDIO,SKL,288
0,CTSI,XTZ,288
0,TFUEL,ZRX,288
0,CHZ,IOST,288
0,AVAX,GALA,288
0,IOTX,STORJ,288
0,CTSI,GRT,288
0,DGB,ROSE,288
0,T,XTZ,288
0,SKL,ZIL,288
0,BAND,MINA,288
0,FLOW,GRT,288
0,FLOW,HOT,288
0,BAT,GMT,288
0,MATIC,SOL,288
0,1INCH,ENS,288
0,MATIC,YFI,288
0,DOT,LRC,288
0,DOT,SUSHI,288
0,HOT,SKL,288
0,QTUM,ROSE,288
0,ATOM,KSM,288
0,AXS,RUNE,288
0,ENJ,THETA,288
0,DGB,RUNE,288
0,HOT,ICP,288
0,ICP,MIOTA,288
0,NEAR,XTZ,288
0,GMT,LRC,288
0,MIOTA,ONT,288
0,AXS,ZRX,288
0,JST,TRX,288
0,DOT,MINA,288
0,KDA,MATIC,288
0,DOT,FLOW,288
0,DOT,FIL,288
0,ATOM,ROSE,288
0,PUNDIX,ZRX,288
0,AR,MANA,288
0,KAVA,LRC,288
0,ROSE,WAVES,288
0,RUNE,SXP,288
0,MATIC,SKL,288
0,AR,XTZ,288
0,BAT,GRT,288
0,FLOW,WBTC,288
0,KNC,SAND,288
0,ANKR,MIOTA,288
0,ALGO,COMP,288
0,AR,SAND,288
0,SNT,ZRX,288
0,ANKR,NEAR,288
0,FIL,GRT,288
0,ALGO,AVAX,288
0,BAND,SKL,288
0,BAT,MINA,288
0,LINK,ROSE,288
0,DOT,ONE,288
0,ANKR,ONE,288
0,MINA,T,288
0,MATIC,SAND,288
0,QTUM,THETA,288
0,DOT,ICP,288
0,DOT,KDA,288
0,HOT,XEM,288
0,BAL,DOT,288
0,1INCH,GALA,288
0,SAND,STORJ,288
0,COMP,VET,287
0,FTM,WAXP,287
0,FTM,WBTC,287
0,BAL,ZRX,287
0,ICX,NEAR,287
0,ETC,THETA,287
0,1INCH,MINA,287
0,LRC,ZEC,287
0,ANKR,DOGE,287
0,BAL,ROSE,287
0,ANKR,DGB,287
0,SKL,THETA,287
0,SOL,WAVES,287
0,IOTX,RUNE,287
0,EOS,SAND,287
0,WBTC,ZRX,287
0,MANA,NEO,287
0,RVN,XTZ,287
0,1INCH,HOT,287
0,CTSI,THETA,287
0,CRV,IOST,287
0,LINK,XTZ,287
0,ALGO,ICP,287
0,AAVE,HOT,287
0,SKL,WAVES,287
0,AVAX,BNB,287
0,DOGE,MASK,287
0,AXS,MINA,287
0,EOS,VET,287
0,AVAX,IOTX,287
0,CELR,ZRX,287
0,GLM,WAXP,287
0,ATOM,WBTC,287
0,IOST,KDA,287
0,CELR,FTM,287
0,DGB,DOT,287
0,ATOM,MIOTA,287
0,DOGE,MATIC,287
0,DASH,ZRX,287
0,DOT,FTM,287
0,ATOM,LRC,287
0,CELR,ROSE,287
0,PLA,STORJ,287
0,CELR,RUNE,287
0,DOGE,MANA,287
0,AXS,ETH,287
0,CELR,IOST,287
0,DGB,XEM,287
0,MINA,WAVES,287
0,CHZ,MANA,287
0,GALA,ZEN,287
0,IOST,KNC,287
0,BAT,GALA,287
0,ALGO,ZIL,287
0,FLOW,FTM,287
0,GALA,IOTX,287
0,GNO,ROSE,287
0,MC,ROSE,287
0,DOT,SXP,287
0,COMP,ETC,287
0,GALA,VET,287
0,ONE,QTUM,287
0,ROSE,SKL,287
0,AXS,SOL,287
0,ENJ,LRC,287
0,COMP,GRT,287
0,ENJ,MINA,287
0,ENJ,MASK,287
0,PLA,SAND,287
0,ICP,IOST,287
0,MASK,RUNE,287
0,ENJ,STORJ,287
0,ENJ,WAXP,287
0,RUNE,ZIL,287
0,BTC,WAXP,287
0,ENJ,ONE,287
0,1INCH,T,287
0,ENS,MANA,287
0,BAT,ICX,287
0,RUNE,SHIB,287
0,AXS,ONE,287
0,BTC,SAND,287
0,GALA,SOL,287
0,GRT,LINK,287
0,FIL,THETA,287
0,IOST,ZEN,287
0,MATIC,WAVES,287
0,ENS,SAND,287
0,AVAX,SHIB,287
0,IOST,SKL,287
0,FTM,GRT,287
0,LINK,ONE,287
0,ETHW,SAND,287
0,CTSI,ROSE,287
0,ONT,SNT,287
0,LINK,MASK,287
0,DASH,ENJ,287
0,BTC,LTC,287
0,ROSE,WAXP,287
0,FTM,MATIC,287
0,AAVE,DOT,287
0,ENJ,FIL,287
0,ENJ,GMT,287
0,GALA,ONE,287
0,ADA,SXP,287
0,RVN,VET,287
0,SNT,XTZ,287
0,ADA,CELR,286
0,GMT,HOT,286
0,JST,MIOTA,286
0,LRC,LUNA,286
0,FIL,MINA,286
0,ETH,KDA,286
0,IOTX,SAND,286
0,DASH,HOT,286
0,IOTX,ONT,286
0,T,ZIL,286
0,MATIC,ZIL,286
0,ALGO,ZRX,286
0,GNO,XEM,286
0,BAT,DASH,286
0,GRT,WOO,286
0,SKL,SUSHI,286
0,ALGO,FTM,286
0,DOGE,ENJ,286
0,ICP,ONE,286
0,KDA,XTZ,286
0,GLMR,ROSE,286
0,BNB,ETH,286
0,ONE,ZEN,286
0,ETH,FIL,286
0,IOTX,NEAR,286
0,FIL,ONE,286
0,AVAX,COMP,286
0,AGIX,FET,286
0,IOTX,MANA,286
0,DASH,IOTX,286
0,DOT,ZEN,286
0,DOT,LTC,286
0,KDA,MANA,286
0,QTUM,RUNE,286
0,AR,MATIC,286
0,FLOW,NEAR,286
0,KAVA,SKL,286
0,HOT,OP,286
0,ADA,BCH,286
0,MANA,SUSHI,286
0,MANA,SOL,286
0,GNO,MC,286
0,HOT,T,286
0,GNO,MATIC,286
0,ENJ,GAL,286
0,ILV,YFI,286
0,FLOW,MATIC,286
0,DASH,LRC,286
0,DOT,GRT,286
0,MASK,SAND,286
0,MINA,XTZ,286
0,ONE,SOL,286
0,MATIC,MINA,286
0,GALA,NEO,286
0,IOST,WAVES,286
0,AXS,ENS,286
0,GLM,LSK,286
0,ONE,ONT,286
0,GALA,ZRX,286
0,ENJ,ENS,286
0,MIOTA,ONE,286
0,KNC,ZIL,286
0,BAT,CELR,286
0,ADA,AUDIO,286
0,BAND,LRC,286
0,AAVE,LINK,286
0,GNO,HOT,286
0,ANKR,ETC,286
0,COMP,ROSE,286
0,SAND,SHIB,286
0,AR,DOT,286
0,FIL,XTZ,286
0,RVN,ZRX,286
0,1INCH,RUNE,286
0,FIL,ONT,286
0,NEAR,ONT,286
0,KDA,VET,286
0,GRT,SOL,286
0,AVAX,GLMR,286
0,HOT,ILV,286
0,ANKR,MINA,286
0,ANKR,ETH,286
0,FIL,SOL,286
0,FIL,WBTC,286
0,ADA,FIL,286
0,NEO,RUNE,286
0,BNB,SOL,286
0,ONE,XTZ,286
0,BNB,XTZ,286
0,ETC,SKL,286
0,ETC,SHIB,286
0,ADA,SHIB,286
0,BNB,ZIL,286
0,LSK,TFUEL,286
0,GNO,VET,286
0,SC,WAXP,286
0,FLOW,XEC,286
0,NEAR,ZIL,286
0,ANKR,XEC,286
0,FLOW,ILV,286
0,ANKR,WBTC,286
0,ADA,CRV,286
0,AVAX,ENJ,286
0,ANKR,WAXP,286
0,AVAX,ICX,286
0,AUDIO,CTSI,286
0,ADA,MIOTA,286
0,NEAR,YFI,286
0,NEAR,XEC,286
0,AVAX,IOST,286
0,CELR,ONT,286
0,FIL,ICP,286
0,LINK,THETA,286
0,ONT,SHIB,286
0,AVAX,DOGE,286
0,FIL,MANA,286
0,BAT,WBTC,286
0,CVX,HOT,286
0,LTC,WBTC,286
0,ETC,GNO,286
0,ETH,OSMO,286
0,STORJ,VET,286
0,ONE,WAXP,286
0,GRT,ZIL,286
0,ALGO,DGB,286
0,SAND,UNI,286
0,ETC,MINA,286
0,ETC,MIOTA,286
0,GMT,T,286
0,FIL,HOT,286
0,ALGO,AXS,286
0,ENS,SUSHI,285
0,KDA,ROSE,285
0,NEO,YFI,285
0,ATOM,ONE,285
0,ENS,ONE,285
0,ATOM,SAND,285
0,ONE,WAVES,285
0,STORJ,TFUEL,285
0,GAL,KNC,285
0,BTC,OSMO,285
0,EOS,ZIL,285
0,KAVA,KSM,285
0,ETC,ETHW,285
0,ETC,GAL,285
0,DOGE,ZIL,285
0,GRT,ROSE,285
0,DOGE,SAND,285
0,EOS,HOT,285
0,COMP,MANA,285
0,BTC,KDA,285
0,DOGE,NEAR,285
0,ICP,LINK,285
0,T,THETA,285
0,RUNE,YFI,285
0,ETC,LINK,285
0,CTSI,DGB,285
0,STORJ,THETA,285
0,AAVE,FLOW,285
0,KSM,SKL,285
0,KSM,MATIC,285
0,AXS,ZIL,285
0,RUNE,WAXP,285
0,BORA,WAXP,285
0,SAND,XLM,285
0,ATOM,NEAR,285
0,ROSE,YFI,285
0,HBAR,THETA,285
0,KNC,THETA,285
